latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
1.38582,103.72668,304.82,0.72,0.75,2020-02-13,1923,N,VIIRS,n,2,273.96,1.72,N,0
1.39279,103.72798,322.95,0.72,0.75,2020-02-13,1923,N,VIIRS,n,2,273.03,3.89,N,0
1.30838,103.68633,304.8,0.34,0.56,2020-02-14,1904,N,VIIRS,n,2,290.05,1.09,N,2
1.38812,103.72794,352.48,0.34,0.56,2020-02-14,1904,N,VIIRS,n,2,290.28,4.56,N,0
1.3083,103.68599,307.38,0.43,0.46,2020-02-17,1808,N,VIIRS,n,2,292.89,1.95,N,2
1.38838,103.72533,307.12,0.43,0.46,2020-02-17,1808,N,VIIRS,n,2,290.99,1.45,N,0
1.30834,103.68668,308.09,0.39,0.36,2020-03-08,1833,N,VIIRS,n,2,294.78,1.87,N,2
1.35111,103.98428,367,0.43,0.38,2020-03-12,0618,N,VIIRS,h,2,303.75,14.15,D,0
1.30817,103.68599,301.96,0.39,0.36,2020-03-19,1827,N,VIIRS,n,2,281.77,0.99,N,2
1.30735,103.68751,305.54,0.44,0.62,2020-04-07,1911,N,VIIRS,n,2,286.97,1.09,N,0
1.38166,103.69134,303.07,0.42,0.45,2020-04-08,1852,N,VIIRS,n,2,283.26,0.64,N,0
1.30527,103.68763,307.42,0.39,0.36,2020-04-09,1833,N,VIIRS,n,2,289.62,1.06,N,0
1.30701,103.68685,304.96,0.39,0.36,2020-05-06,1827,N,VIIRS,n,2,289.95,2.38,N,2
1.30949,103.6889,330.17,0.42,0.61,2020-06-08,0708,N,VIIRS,n,2,292.41,2.42,D,0
1.30784,103.68652,335.95,0.43,0.46,2020-06-08,1808,N,VIIRS,n,2,294.2,4.74,N,2
